datetime,Actual Demand MW,Predicted Demand MW,hour,day_of_week,month,is_weekend,is_peak_hour,Absolute Error MW
2023-06-12 22:00:00,13400.0,13603.52,22,0,6,0,1,203.52000000000044
2023-06-12 23:00:00,13100.0,12994.33,23,0,6,0,0,105.67000000000007
2023-06-13 00:00:00,12700.0,12301.63,0,1,6,0,0,398.3700000000008
2023-06-13 01:00:00,12450.0,12134.04,1,1,6,0,0,315.9599999999991
2023-06-13 02:00:00,12200.0,12017.98,2,1,6,0,0,182.02000000000044
2023-06-13 03:00:00,11700.0,11850.56,3,1,6,0,0,150.5599999999995
2023-06-13 04:00:00,11500.0,11563.62,4,1,6,0,0,63.6200000000008
2023-06-13 05:00:00,10900.0,11459.76,5,1,6,0,0,559.7600000000002
2023-06-13 06:00:00,11100.0,11234.87,6,1,6,0,0,134.8700000000008
2023-06-13 07:00:00,10900.0,11401.9,7,1,6,0,0,501.89999999999964
2023-06-13 08:00:00,11450.0,11389.37,8,1,6,0,0,60.6299999999992
2023-06-13 09:00:00,12050.0,11664.87,9,1,6,0,0,385.1299999999992
2023-06-13 10:00:00,12350.0,11885.64,10,1,6,0,0,464.3600000000006
2023-06-13 11:00:00,13050.0,12328.15,11,1,6,0,0,721.8500000000004
2023-06-13 12:00:00,1300.0,12461.02,12,1,6,0,0,11161.02
2023-06-13 13:00:00,13200.0,7203.69,13,1,6,0,0,5996.31
2023-06-13 14:00:00,13300.0,12066.05,14,1,6,0,0,1233.9500000000007
2023-06-13 15:00:00,13100.0,12106.99,15,1,6,0,0,993.0100000000002
2023-06-13 16:00:00,12700.0,12024.07,16,1,6,0,0,675.9300000000003
2023-06-13 17:00:00,12650.0,12139.41,17,1,6,0,0,510.59000000000015
2023-06-13 18:00:00,13900.0,12839.54,18,1,6,0,1,1060.4599999999991
2023-06-13 18:30:00,14000.0,13326.29,18,1,6,0,1,673.7099999999991
2023-06-13 19:00:00,14100.0,13391.21,19,1,6,0,1,708.7900000000009
2023-06-13 20:00:00,14400.0,13764.16,20,1,6,0,1,635.8400000000001
2023-06-13 21:00:00,14200.0,13560.43,21,1,6,0,1,639.5699999999997
2023-06-13 22:00:00,14200.0,13458.47,22,1,6,0,1,741.5300000000007
2023-06-13 23:00:00,13700.0,12903.55,23,1,6,0,0,796.4500000000007
2023-06-14 00:00:00,13200.0,12141.43,0,2,6,0,0,1058.5699999999997
2023-06-14 01:00:00,13000.0,11927.35,1,2,6,0,0,1072.6499999999996
2023-06-14 02:00:00,12850.0,11795.49,2,2,6,0,0,1054.5100000000002
2023-06-14 03:00:00,12650.0,11741.69,3,2,6,0,0,908.3099999999995
2023-06-14 04:00:00,12450.0,11601.22,4,2,6,0,0,848.7800000000007
2023-06-14 05:00:00,11900.0,11604.92,5,2,6,0,0,295.0799999999999
2023-06-14 06:00:00,11950.0,11383.71,6,2,6,0,0,566.2900000000009
2023-06-14 07:00:00,12000.0,11539.56,7,2,6,0,0,460.4400000000005
2023-06-14 08:00:00,12400.0,11692.6,8,2,6,0,0,707.3999999999996
2023-06-14 09:00:00,12600.0,11933.79,9,2,6,0,0,666.2099999999991
2023-06-14 10:00:00,12900.0,12158.22,10,2,6,0,0,741.7800000000007
2023-06-14 11:00:00,13300.0,10515.42,11,2,6,0,0,2784.58
2023-06-14 12:00:00,13550.0,13069.85,12,2,6,0,0,480.14999999999964
2023-06-14 13:00:00,13700.0,13214.61,13,2,6,0,0,485.3899999999994
2023-06-14 14:00:00,13850.0,13268.35,14,2,6,0,0,581.6499999999996
2023-06-14 15:00:00,13750.0,13293.68,15,2,6,0,0,456.3199999999997
2023-06-14 16:00:00,13400.0,13283.1,16,2,6,0,0,116.89999999999964
2023-06-14 17:00:00,13100.0,13385.31,17,2,6,0,0,285.3099999999995
2023-06-14 18:00:00,14200.0,13810.62,18,2,6,0,1,389.3799999999992
2023-06-14 18:30:00,14600.0,14278.95,18,2,6,0,1,321.0499999999993
2023-06-14 19:00:00,14800.0,14516.2,19,2,6,0,1,283.7999999999993
2023-06-14 20:00:00,15000.0,14926.84,20,2,6,0,1,73.15999999999985
2023-06-14 21:00:00,14900.0,14692.19,21,2,6,0,1,207.8099999999995
2023-06-14 22:00:00,14800.0,14591.96,22,2,6,0,1,208.04000000000087
2023-06-14 23:00:00,14500.0,13975.65,23,2,6,0,0,524.3500000000004
2023-06-15 00:00:00,14000.0,13307.04,0,3,6,0,0,692.9599999999991
2023-06-15 01:00:00,13650.0,13115.02,1,3,6,0,0,534.9799999999996
2023-06-15 02:00:00,13500.0,12974.53,2,3,6,0,0,525.4699999999993
2023-06-15 03:00:00,13350.0,12918.41,3,3,6,0,0,431.59000000000015
2023-06-15 04:00:00,12400.0,12806.39,4,3,6,0,0,406.3899999999994
2023-06-15 05:00:00,12500.0,12462.13,5,3,6,0,0,37.8700000000008
2023-06-15 06:00:00,12100.0,12548.98,6,3,6,0,0,448.97999999999956
2023-06-15 07:00:00,12200.0,12476.37,7,3,6,0,0,276.3700000000008
2023-06-15 08:00:00,12300.0,12565.3,8,3,6,0,0,265.2999999999993
2023-06-15 09:00:00,12400.0,12668.5,9,3,6,0,0,268.5
2023-06-15 10:00:00,12300.0,12783.88,10,3,6,0,0,483.8799999999992
2023-06-15 11:00:00,12800.0,12970.2,11,3,6,0,0,170.20000000000073
2023-06-15 12:00:00,13000.0,13015.69,12,3,6,0,0,15.69000000000051
2023-06-15 13:00:00,13100.0,13130.04,13,3,6,0,0,30.040000000000873
2023-06-15 14:00:00,13300.0,13161.58,14,3,6,0,0,138.42000000000007
2023-06-15 15:00:00,13100.0,13197.61,15,3,6,0,0,97.61000000000058
2023-06-15 16:00:00,13000.0,13080.24,16,3,6,0,0,80.23999999999978
2023-06-15 17:00:00,12650.0,13242.5,17,3,6,0,0,592.5
2023-06-15 18:00:00,13650.0,13682.75,18,3,6,0,1,32.75
2023-06-15 18:30:00,14050.0,14115.52,18,3,6,0,1,65.52000000000044
2023-06-15 19:00:00,14050.0,14328.07,19,3,6,0,1,278.0699999999997
2023-06-15 20:00:00,14125.0,14667.58,20,3,6,0,1,542.5799999999999
2023-06-15 21:00:00,13825.0,14358.56,21,3,6,0,1,533.5599999999995
2023-06-15 22:00:00,13700.0,14201.52,22,3,6,0,1,501.52000000000044
2023-06-15 23:00:00,13400.0,13560.01,23,3,6,0,0,160.01000000000022
2023-06-16 00:00:00,12900.0,12842.48,0,4,6,0,0,57.52000000000044
2023-06-16 01:00:00,12650.0,12621.98,1,4,6,0,0,28.020000000000437
2023-06-16 02:00:00,12550.0,12500.34,2,4,6,0,0,49.659999999999854
2023-06-16 03:00:00,12350.0,12305.62,3,4,6,0,0,44.3799999999992
2023-06-16 04:00:00,12050.0,12259.84,4,4,6,0,0,209.84000000000015
2023-06-16 05:00:00,11750.0,12078.3,5,4,6,0,0,328.2999999999993
2023-06-16 06:00:00,11250.0,11982.05,6,4,6,0,0,732.0499999999993
2023-06-16 07:00:00,11350.0,11784.21,7,4,6,0,0,434.2099999999991
2023-06-16 08:00:00,11240.0,11834.42,8,4,6,0,0,594.4200000000001
2023-06-16 09:00:00,11450.0,11760.38,9,4,6,0,0,310.3799999999992
2023-06-16 10:00:00,11650.0,11928.07,10,4,6,0,0,278.0699999999997
2023-06-16 11:00:00,12350.0,12227.09,11,4,6,0,0,122.90999999999985
2023-06-16 12:00:00,12700.0,12349.68,12,4,6,0,0,350.3199999999997
2023-06-16 13:00:00,12550.0,12540.6,13,4,6,0,0,9.399999999999636
2023-06-16 14:00:00,12900.0,12454.55,14,4,6,0,0,445.4500000000007
2023-06-16 15:00:00,12600.0,12598.57,15,4,6,0,0,1.430000000000291
2023-06-16 16:00:00,11700.0,12431.08,16,4,6,0,0,731.0799999999999
2023-06-16 17:00:00,10587.0,12230.59,17,4,6,0,0,1643.5900000000001
2023-06-16 18:00:00,10791.0,12319.67,18,4,6,0,1,1528.67
2023-06-16 18:30:00,10392.0,12345.63,18,4,6,0,1,1953.6299999999992
2023-06-16 19:00:00,10963.0,12149.3,19,4,6,0,1,1186.2999999999993
2023-06-16 20:00:00,11974.0,12649.04,20,4,6,0,1,675.0400000000009
2023-06-16 21:00:00,12560.0,12704.06,21,4,6,0,1,144.0599999999995
2023-06-16 22:00:00,12730.0,12907.26,22,4,6,0,1,177.26000000000022
2023-06-16 23:00:00,12700.0,12387.43,23,4,6,0,0,312.5699999999997
2023-06-17 00:00:00,12550.0,12182.15,0,5,6,1,0,367.85000000000036
2023-06-17 01:00:00,12150.0,12123.57,1,5,6,1,0,26.43000000000029
2023-06-17 02:00:00,11750.0,11941.92,2,5,6,1,0,191.92000000000007
2023-06-17 03:00:00,11650.0,11739.1,3,5,6,1,0,89.10000000000036
2023-06-17 04:00:00,11470.0,11661.31,4,5,6,1,0,191.3099999999995
2023-06-17 05:00:00,11100.0,11518.59,5,5,6,1,0,418.59000000000015
2023-06-17 06:00:00,11125.0,11400.8,6,5,6,1,0,275.7999999999993
2023-06-17 07:00:00,11225.0,11407.65,7,5,6,1,0,182.64999999999964
2023-06-17 08:00:00,11350.0,11504.01,8,5,6,1,0,154.01000000000022
2023-06-17 09:00:00,11550.0,11607.06,9,5,6,1,0,57.05999999999949
2023-06-17 10:00:00,11800.0,11824.96,10,5,6,1,0,24.959999999999127
2023-06-17 11:00:00,12300.0,12187.84,11,5,6,1,0,112.15999999999985
2023-06-17 12:00:00,12050.0,12194.76,12,5,6,1,0,144.76000000000022
2023-06-17 13:00:00,12100.0,12166.18,13,5,6,1,0,66.18000000000029
2023-06-17 14:00:00,12170.0,12150.21,14,5,6,1,0,19.790000000000873
2023-06-17 15:00:00,11880.0,12044.42,15,5,6,1,0,164.42000000000007
2023-06-17 16:00:00,11350.0,11762.44,16,5,6,1,0,412.4400000000005
2023-06-17 17:00:00,10682.0,11621.51,17,5,6,1,0,939.5100000000002
2023-06-17 18:00:00,11013.0,11820.78,18,5,6,1,1,807.7800000000007
2023-06-17 18:30:00,1067.0,12072.11,18,5,6,1,1,11005.11
2023-06-17 19:00:00,10775.0,7689.29,19,5,6,1,1,3085.71
2023-06-17 20:00:00,11886.0,12099.27,20,5,6,1,1,213.27000000000044
2023-06-17 21:00:00,12410.0,12252.9,21,5,6,1,1,157.10000000000036
2023-06-17 22:00:00,12750.0,12478.74,22,5,6,1,1,271.2600000000002
2023-06-17 23:00:00,12700.0,12091.42,23,5,6,1,0,608.5799999999999
2023-06-18 00:00:00,12450.0,11475.6,0,6,6,1,0,974.3999999999996
2023-06-18 01:00:00,12000.0,11330.83,1,6,6,1,0,669.1700000000001
2023-06-18 02:00:00,11700.0,11154.35,2,6,6,1,0,545.6499999999996
2023-06-18 03:00:00,11300.0,11022.76,3,6,6,1,0,277.2399999999998
2023-06-18 04:00:00,11087.0,10814.63,4,6,6,1,0,272.3700000000008
2023-06-18 05:00:00,10674.0,10752.01,5,6,6,1,0,78.01000000000022
2023-06-18 06:00:00,10730.0,10611.81,6,6,6,1,0,118.19000000000051
2023-06-18 07:00:00,10800.0,10667.02,7,6,6,1,0,132.97999999999956
2023-06-18 08:00:00,11150.0,10739.77,8,6,6,1,0,410.22999999999956
2023-06-18 09:00:00,11650.0,10938.64,9,6,6,1,0,711.3600000000006
2023-06-18 10:00:00,11800.0,11245.34,10,6,6,1,0,554.6599999999999
2023-06-18 11:00:00,12000.0,11467.37,11,6,6,1,0,532.6299999999992
2023-06-18 12:00:00,11950.0,11388.16,12,6,6,1,0,561.8400000000001
2023-06-18 13:00:00,11775.0,11397.86,13,6,6,1,0,377.1399999999994
2023-06-18 14:00:00,12300.0,11292.4,14,6,6,1,0,1007.6000000000004
2023-06-18 15:00:00,12000.0,11444.65,15,6,6,1,0,555.3500000000004
2023-06-18 16:00:00,11400.0,11240.56,16,6,6,1,0,159.4400000000005
2023-06-18 17:00:00,11000.0,11084.36,17,6,6,1,0,84.36000000000058
2023-06-18 18:00:00,12250.0,9793.45,18,6,6,1,1,2456.5499999999993
2023-06-18 18:30:00,13150.0,12450.49,18,6,6,1,1,699.5100000000002
2023-06-18 19:00:00,12975.0,13060.69,19,6,6,1,1,85.69000000000051
2023-06-18 20:00:00,13267.0,13448.98,20,6,6,1,1,181.97999999999956
2023-06-18 21:00:00,13141.0,13310.89,21,6,6,1,1,169.88999999999942
2023-06-18 22:00:00,13200.0,13273.79,22,6,6,1,1,73.79000000000087
2023-06-18 23:00:00,13100.0,12757.31,23,6,6,1,0,342.6900000000005
2023-06-19 00:00:00,12600.0,12136.87,0,0,6,0,0,463.1299999999992
2023-06-19 01:00:00,12000.0,11910.96,1,0,6,0,0,89.04000000000087
2023-06-19 02:00:00,11650.0,11624.53,2,0,6,0,0,25.469999999999345
2023-06-19 03:00:00,11400.0,11474.1,3,0,6,0,0,74.10000000000036
2023-06-19 04:00:00,11100.0,11330.95,4,0,6,0,0,230.95000000000073
2023-06-19 05:00:00,10700.0,11250.68,5,0,6,0,0,550.6800000000003
2023-06-19 06:00:00,10560.0,11118.42,6,0,6,0,0,558.4200000000001
2023-06-19 07:00:00,10570.0,11132.89,7,0,6,0,0,562.8899999999994
2023-06-19 08:00:00,11080.0,11224.58,8,0,6,0,0,144.57999999999993
2023-06-19 09:00:00,11200.0,11465.51,9,0,6,0,0,265.5100000000002
2023-06-19 10:00:00,11600.0,11555.57,10,0,6,0,0,44.43000000000029
2023-06-19 11:00:00,11800.0,11913.09,11,0,6,0,0,113.09000000000015
2023-06-19 12:00:00,11950.0,11794.12,12,0,6,0,0,155.8799999999992
2023-06-19 13:00:00,11840.0,11967.36,13,0,6,0,0,127.36000000000058
2023-06-19 14:00:00,11900.0,11885.16,14,0,6,0,0,14.840000000000146
2023-06-19 15:00:00,11800.0,11827.8,15,0,6,0,0,27.799999999999272
2023-06-19 16:00:00,11550.0,11748.51,16,0,6,0,0,198.51000000000022
2023-06-19 17:00:00,11395.0,11889.86,17,0,6,0,0,494.8600000000006
2023-06-19 18:00:00,12810.0,12504.64,18,0,6,0,1,305.3600000000006
2023-06-19 18:30:00,13540.0,13392.3,18,0,6,0,1,147.70000000000073
2023-06-19 19:00:00,13355.0,13422.41,19,0,6,0,1,67.40999999999985
2023-06-19 20:00:00,13332.0,13346.5,20,0,6,0,1,14.5
2023-06-19 21:00:00,13080.0,13368.52,21,0,6,0,1,288.52000000000044
2023-06-19 22:00:00,13250.0,13268.47,22,0,6,0,1,18.469999999999345
2023-06-19 23:00:00,12661.0,12753.1,23,0,6,0,0,92.10000000000036
2023-06-20 00:00:00,12600.0,11882.0,0,1,6,0,0,718.0
2023-06-20 01:00:00,12200.0,11827.37,1,1,6,0,0,372.6299999999992
2023-06-20 02:00:00,11900.0,11652.18,2,1,6,0,0,247.8199999999997
2023-06-20 03:00:00,11400.0,11510.0,3,1,6,0,0,110.0
2023-06-20 04:00:00,11300.0,11266.26,4,1,6,0,0,33.73999999999978
2023-06-20 05:00:00,10825.0,11238.87,5,1,6,0,0,413.8700000000008
2023-06-20 06:00:00,10861.0,11074.99,6,1,6,0,0,213.98999999999978
2023-06-20 07:00:00,10930.0,11204.96,7,1,6,0,0,274.9599999999991
2023-06-20 08:00:00,11600.0,11269.65,8,1,6,0,0,330.35000000000036
2023-06-20 09:00:00,11950.0,11641.19,9,1,6,0,0,308.8099999999995
2023-06-20 10:00:00,12250.0,11845.75,10,1,6,0,0,404.25
2023-06-20 11:00:00,12600.0,12022.44,11,1,6,0,0,577.5599999999995
2023-06-20 12:00:00,12400.0,12178.05,12,1,6,0,0,221.95000000000073
2023-06-20 13:00:00,11460.0,12136.82,13,1,6,0,0,676.8199999999997
2023-06-20 14:00:00,11650.0,11746.22,14,1,6,0,0,96.21999999999935
2023-06-20 15:00:00,11900.0,11799.27,15,1,6,0,0,100.72999999999956
2023-06-20 16:00:00,11700.0,11903.69,16,1,6,0,0,203.6900000000005
2023-06-20 17:00:00,11290.0,12087.26,17,1,6,0,0,797.2600000000002
2023-06-20 18:00:00,12506.0,12557.18,18,1,6,0,1,51.18000000000029
2023-06-20 18:30:00,13508.0,13015.93,18,1,6,0,1,492.0699999999997
2023-06-20 19:00:00,13479.0,13442.9,19,1,6,0,1,36.100000000000364
2023-06-20 20:00:00,13596.0,13750.22,20,1,6,0,1,154.21999999999935
2023-06-20 21:00:00,13373.0,13508.89,21,1,6,0,1,135.88999999999942
2023-06-20 22:00:00,13450.0,13339.95,22,1,6,0,1,110.04999999999927
2023-06-20 23:00:00,13100.0,12865.77,23,1,6,0,0,234.22999999999956
2023-06-21 00:00:00,12800.0,12130.67,0,2,6,0,0,669.3299999999999
2023-06-21 01:00:00,12400.0,11986.7,1,2,6,0,0,413.2999999999993
2023-06-21 02:00:00,12200.0,11768.59,2,2,6,0,0,431.40999999999985
2023-06-21 03:00:00,11950.0,11707.67,3,2,6,0,0,242.32999999999993
2023-06-21 04:00:00,11700.0,11561.47,4,2,6,0,0,138.53000000000065
2023-06-21 05:00:00,11150.0,11510.02,5,2,6,0,0,360.02000000000044
2023-06-21 06:00:00,11100.0,11326.13,6,2,6,0,0,226.1299999999992
2023-06-21 07:00:00,11500.0,11444.05,7,2,6,0,0,55.95000000000073
2023-06-21 08:00:00,11900.0,11684.44,8,2,6,0,0,215.5599999999995
2023-06-21 09:00:00,12300.0,11917.93,9,2,6,0,0,382.0699999999997
2023-06-21 10:00:00,12500.0,12161.78,10,2,6,0,0,338.21999999999935
2023-06-21 11:00:00,12730.0,12418.34,11,2,6,0,0,311.65999999999985
2023-06-21 12:00:00,12700.0,12190.77,12,2,6,0,0,509.22999999999956
2023-06-21 13:00:00,12400.0,12256.13,13,2,6,0,0,143.8700000000008
2023-06-21 14:00:00,12120.0,12212.0,14,2,6,0,0,92.0
2023-06-21 15:00:00,11780.0,12089.24,15,2,6,0,0,309.2399999999998
2023-06-21 16:00:00,11600.0,11903.86,16,2,6,0,0,303.8600000000006
2023-06-21 17:00:00,11900.0,12063.78,17,2,6,0,0,163.78000000000065
2023-06-21 18:00:00,3375.0,12885.65,18,2,6,0,1,9510.65
2023-06-21 18:30:00,13839.0,8976.33,18,2,6,0,1,4862.67
2023-06-21 19:00:00,13688.0,13300.96,19,2,6,0,1,387.0400000000009
2023-06-21 20:00:00,14168.0,13563.75,20,2,6,0,1,604.25
2023-06-21 21:00:00,13839.0,13461.08,21,2,6,0,1,377.9200000000001
2023-06-21 22:00:00,13800.0,13292.47,22,2,6,0,1,507.53000000000065
2023-06-21 23:00:00,13500.0,12732.53,23,2,6,0,0,767.4699999999993
2023-06-22 00:00:00,11479.0,12021.78,0,3,6,0,0,542.7800000000007
2023-06-22 01:00:00,12600.0,11165.24,1,3,6,0,0,1434.7600000000002
2023-06-22 02:00:00,12400.0,11608.9,2,3,6,0,0,791.1000000000004
2023-06-22 03:00:00,12200.0,11513.42,3,3,6,0,0,686.5799999999999
2023-06-22 05:00:00,11600.0,11389.49,5,3,6,0,0,210.51000000000022
2023-06-22 06:00:00,11700.0,11165.52,6,3,6,0,0,534.4799999999996
2023-06-22 07:00:00,11700.0,11306.57,7,3,6,0,0,393.4300000000003
2023-06-22 08:00:00,12300.0,11398.28,8,3,6,0,0,901.7199999999993
2023-06-22 09:00:00,12450.0,11738.62,9,3,6,0,0,711.3799999999992
2023-06-22 10:00:00,12850.0,11856.65,10,3,6,0,0,993.3500000000004
2023-06-22 11:00:00,13050.0,12274.18,11,3,6,0,0,775.8199999999997
2023-06-22 12:00:00,13050.0,12186.99,12,3,6,0,0,863.0100000000002
2023-06-22 13:00:00,13000.0,12162.39,13,3,6,0,0,837.6100000000006
2023-06-22 14:00:00,12900.0,12124.91,14,3,6,0,0,775.0900000000001
2023-06-22 15:00:00,12550.0,12060.44,15,3,6,0,0,489.5599999999995
2023-06-22 16:00:00,12100.0,11921.6,16,3,6,0,0,178.39999999999964
2023-06-22 17:00:00,11850.0,11818.24,17,3,6,0,0,31.76000000000022
2023-06-22 18:00:00,13500.0,10826.54,18,3,6,0,1,2673.459999999999
2023-06-22 18:30:00,14100.0,13685.27,18,3,6,0,1,414.72999999999956
2023-06-22 19:00:00,14050.0,13927.21,19,3,6,0,1,122.79000000000087
2023-06-22 20:00:00,14250.0,14350.7,20,3,6,0,1,100.70000000000073
2023-06-22 21:00:00,14200.0,14057.6,21,3,6,0,1,142.39999999999964
2023-06-22 22:00:00,14000.0,14053.11,22,3,6,0,1,53.11000000000058
2023-06-23 00:00:00,13350.0,12890.41,0,4,6,0,0,459.59000000000015
2023-06-23 01:00:00,13050.0,12303.98,1,4,6,0,0,746.0200000000004
2023-06-23 02:00:00,12950.0,12426.71,2,4,6,0,0,523.2900000000009
2023-06-23 03:00:00,12500.0,12379.31,3,4,6,0,0,120.69000000000051
2023-06-23 04:00:00,12450.0,12184.4,4,4,6,0,0,265.60000000000036
2023-06-23 05:00:00,11900.0,12089.64,5,4,6,0,0,189.63999999999942
2023-06-23 06:00:00,11650.0,11910.93,6,4,6,0,0,260.9300000000003
2023-06-23 07:00:00,11050.0,11827.68,7,4,6,0,0,777.6800000000003
2023-06-23 08:00:00,11250.0,11681.89,8,4,6,0,0,431.8899999999994
2023-06-23 09:00:00,11350.0,11779.93,9,4,6,0,0,429.9300000000003
2023-06-23 10:00:00,11650.0,11879.96,10,4,6,0,0,229.95999999999913
2023-06-23 11:00:00,12350.0,12219.48,11,4,6,0,0,130.52000000000044
2023-06-23 12:00:00,12850.0,12324.64,12,4,6,0,0,525.3600000000006
2023-06-23 13:00:00,12375.0,12538.24,13,4,6,0,0,163.23999999999978
